epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,57.0107,0.46897,0.76122,0.8308,0.99719,1,0.995,0.92459,0.41084,0.47016,0.77227,0.00149096,0.00149096,0.00149096
18,60.2201,0.47077,0.71106,0.82092,0.97333,0.97619,0.98545,0.89547,0.42311,0.53738,0.77501,0.00147996,0.00147996,0.00147996
19,63.3777,0.41867,0.69571,0.82878,0.99614,1,0.995,0.93447,0.36217,0.38756,0.77198,0.00146896,0.00146896,0.00146896
20,66.528,0.40371,0.68699,0.80819,0.99713,1,0.995,0.90813,0.41555,0.38797,0.78233,0.00145796,0.00145796,0.00145796
21,69.694,0.41102,0.68221,0.82039,0.961,0.99837,0.995,0.91566,0.40548,0.40042,0.7815,0.00144696,0.00144696,0.00144696
22,72.9931,0.43429,0.65539,0.82544,0.98867,0.9792,0.995,0.90415,0.40452,0.42041,0.78037,0.00143595,0.00143595,0.00143595
23,76.2526,0.4094,0.58654,0.82837,0.99614,1,0.995,0.9451,0.35015,0.3517,0.76772,0.00142495,0.00142495,0.00142495
24,79.5546,0.40665,0.62683,0.81789,0.99647,1,0.995,0.94949,0.3537,0.34671,0.76902,0.00141395,0.00141395,0.00141395
25,82.7089,0.39908,0.56493,0.8073,0.99565,1,0.995,0.9469,0.38484,0.37873,0.77145,0.00140295,0.00140295,0.00140295
26,85.8912,0.36911,0.51166,0.81465,0.99527,1,0.995,0.93495,0.33798,0.35848,0.76713,0.00139195,0.00139195,0.00139195
27,89.0664,0.39619,0.51707,0.81305,0.99655,1,0.995,0.92103,0.36553,0.36182,0.76596,0.00138094,0.00138094,0.00138094
28,92.3563,0.40501,0.57082,0.80514,0.98992,1,0.995,0.92159,0.38703,0.41839,0.78961,0.00136994,0.00136994,0.00136994
29,95.5169,0.40786,0.54909,0.82128,0.99473,1,0.995,0.95401,0.35437,0.3551,0.77273,0.00135894,0.00135894,0.00135894
30,98.7356,0.40061,0.52646,0.82337,0.9962,1,0.995,0.92068,0.36034,0.32898,0.7728,0.00134794,0.00134794,0.00134794
31,101.884,0.38294,0.4982,0.82234,0.99751,1,0.995,0.93732,0.35449,0.33266,0.76905,0.00133693,0.00133693,0.00133693
32,105.003,0.43216,0.51488,0.83849,0.99472,1,0.995,0.93365,0.33206,0.38045,0.7674,0.00132593,0.00132593,0.00132593
33,108.134,0.41431,0.4914,0.82306,0.99298,1,0.995,0.92376,0.39355,0.3328,0.77643,0.00131493,0.00131493,0.00131493
34,111.357,0.40434,0.47122,0.80159,0.99126,1,0.995,0.9421,0.39204,0.36901,0.77685,0.00130393,0.00130393,0.00130393
35,114.578,0.36922,0.45678,0.81347,0.99198,1,0.995,0.93751,0.33468,0.32298,0.77007,0.00129293,0.00129293,0.00129293
36,117.798,0.37487,0.42915,0.80912,0.99665,1,0.995,0.93964,0.3456,0.29881,0.77077,0.00128192,0.00128192,0.00128192
37,120.977,0.38999,0.44881,0.79548,0.98912,1,0.995,0.94894,0.32797,0.35423,0.76363,0.00127092,0.00127092,0.00127092
38,124.266,0.38271,0.42973,0.81899,0.99735,1,0.995,0.95771,0.34604,0.27315,0.77124,0.00125992,0.00125992,0.00125992
39,127.416,0.37611,0.42168,0.81513,0.99722,1,0.995,0.95433,0.34809,0.31686,0.77513,0.00124892,0.00124892,0.00124892
40,130.586,0.36103,0.4109,0.80874,0.99679,1,0.995,0.94223,0.33515,0.27929,0.76857,0.00123791,0.00123791,0.00123791
41,133.782,0.34998,0.41405,0.81251,0.99733,1,0.995,0.95298,0.32767,0.26097,0.77096,0.00122691,0.00122691,0.00122691
42,136.905,0.35079,0.40781,0.8055,0.96741,0.99879,0.995,0.94266,0.35829,0.32432,0.77404,0.00121591,0.00121591,0.00121591
43,140.108,0.35165,0.40163,0.80308,0.96488,0.99845,0.995,0.95344,0.34424,0.30962,0.77282,0.00120491,0.00120491,0.00120491
44,143.289,0.36115,0.4005,0.81028,0.99606,1,0.995,0.94569,0.31977,0.29501,0.76582,0.00119391,0.00119391,0.00119391
45,146.439,0.34484,0.37982,0.81776,0.99732,1,0.995,0.94893,0.30534,0.2983,0.76666,0.0011829,0.0011829,0.0011829
46,149.572,0.35136,0.38245,0.80798,0.9975,1,0.995,0.94995,0.33459,0.28009,0.76735,0.0011719,0.0011719,0.0011719
47,152.731,0.35049,0.37462,0.80853,0.99761,1,0.995,0.95162,0.30834,0.27106,0.76664,0.0011609,0.0011609,0.0011609
48,155.867,0.34505,0.36512,0.78579,0.99753,1,0.995,0.9377,0.33683,0.29307,0.76967,0.0011499,0.0011499,0.0011499
49,159.016,0.3499,0.36533,0.81085,0.99737,1,0.995,0.94337,0.33755,0.28971,0.77038,0.00113889,0.00113889,0.00113889
50,162.101,0.33866,0.37794,0.80798,0.99672,1,0.995,0.95841,0.29781,0.28589,0.76369,0.00112789,0.00112789,0.00112789
51,165.323,0.34391,0.35367,0.80385,0.99725,1,0.995,0.94298,0.30391,0.26823,0.76638,0.00111689,0.00111689,0.00111689
52,168.533,0.34148,0.3434,0.8067,0.99621,1,0.995,0.97238,0.28307,0.27374,0.7631,0.00110589,0.00110589,0.00110589
53,171.796,0.33365,0.33327,0.78447,0.9974,1,0.995,0.92581,0.33772,0.27305,0.77284,0.00109489,0.00109489,0.00109489
54,174.954,0.33961,0.40364,0.81347,0.99191,1,0.995,0.96291,0.31293,0.31254,0.76548,0.00108388,0.00108388,0.00108388
55,178.09,0.35188,0.3575,0.81092,0.99687,1,0.995,0.93453,0.32333,0.29456,0.77038,0.00107288,0.00107288,0.00107288
56,181.283,0.36194,0.35132,0.81645,0.99687,1,0.995,0.9627,0.30613,0.28742,0.76391,0.00106188,0.00106188,0.00106188
57,184.454,0.33816,0.34107,0.81517,0.99587,1,0.995,0.9346,0.31773,0.26275,0.76694,0.00105088,0.00105088,0.00105088
58,187.599,0.35148,0.33904,0.80624,0.99615,1,0.995,0.95646,0.30165,0.27796,0.76264,0.00103987,0.00103987,0.00103987
59,190.754,0.33164,0.33526,0.79227,0.99702,1,0.995,0.97306,0.29965,0.25579,0.76605,0.00102887,0.00102887,0.00102887
60,193.968,0.32733,0.32951,0.80021,0.99719,1,0.995,0.96937,0.2814,0.25826,0.76443,0.00101787,0.00101787,0.00101787
61,197.113,0.31766,0.31478,0.79432,0.99687,1,0.995,0.95764,0.29988,0.2657,0.76597,0.00100687,0.00100687,0.00100687
62,200.327,0.31229,0.31991,0.80088,0.99542,1,0.995,0.96517,0.29779,0.30076,0.76454,0.000995866,0.000995866,0.000995866
63,203.516,0.34305,0.33405,0.81716,0.99569,1,0.995,0.95475,0.32914,0.29283,0.76727,0.000984864,0.000984864,0.000984864
64,206.721,0.33174,0.31997,0.81169,0.99698,1,0.995,0.94678,0.30153,0.2562,0.76465,0.000973861,0.000973861,0.000973861
65,209.915,0.32248,0.31203,0.80939,0.99655,1,0.995,0.9418,0.30455,0.24617,0.76437,0.000962859,0.000962859,0.000962859
66,213.132,0.31864,0.30564,0.80047,0.99689,1,0.995,0.95101,0.29324,0.23548,0.76239,0.000951857,0.000951857,0.000951857
67,216.312,0.32704,0.30778,0.789,0.99751,1,0.995,0.94784,0.31141,0.24646,0.76605,0.000940855,0.000940855,0.000940855
68,219.529,0.33101,0.29935,0.81461,0.99738,1,0.995,0.95892,0.28937,0.23029,0.76482,0.000929853,0.000929853,0.000929853
69,222.668,0.31761,0.2972,0.81377,0.99738,1,0.995,0.95189,0.29088,0.23746,0.76349,0.00091885,0.00091885,0.00091885
70,225.912,0.30998,0.29353,0.80033,0.99741,1,0.995,0.95888,0.28455,0.23007,0.76356,0.000907848,0.000907848,0.000907848
71,229.145,0.32335,0.29783,0.79427,0.99721,1,0.995,0.95712,0.30258,0.2524,0.76512,0.000896846,0.000896846,0.000896846
72,232.397,0.32218,0.30482,0.80955,0.99709,1,0.995,0.96091,0.28588,0.24084,0.76539,0.000885844,0.000885844,0.000885844
73,235.566,0.32794,0.29919,0.79712,0.99723,1,0.995,0.95946,0.29575,0.24269,0.76583,0.000874842,0.000874842,0.000874842
74,238.761,0.32061,0.30536,0.8028,0.99735,1,0.995,0.96646,0.29555,0.24552,0.76196,0.000863839,0.000863839,0.000863839
75,241.963,0.32648,0.30777,0.80729,0.99691,1,0.995,0.95761,0.28779,0.2438,0.76273,0.000852837,0.000852837,0.000852837
76,245.172,0.31675,0.30164,0.80634,0.99733,1,0.995,0.96581,0.28187,0.25054,0.76175,0.000841835,0.000841835,0.000841835
77,248.391,0.31327,0.27806,0.78963,0.99724,1,0.995,0.95216,0.31258,0.26367,0.76576,0.000830833,0.000830833,0.000830833
78,251.522,0.35,0.29609,0.81528,0.9968,1,0.995,0.95676,0.29293,0.23605,0.76316,0.000819831,0.000819831,0.000819831
79,254.658,0.30687,0.28429,0.79785,0.99752,1,0.995,0.96323,0.30277,0.23323,0.76317,0.000808828,0.000808828,0.000808828
80,257.826,0.3302,0.29448,0.80873,0.99756,1,0.995,0.95352,0.31757,0.24385,0.76397,0.000797826,0.000797826,0.000797826
81,261.066,0.33525,0.30053,0.80622,0.99747,1,0.995,0.96132,0.27542,0.21559,0.75906,0.000786824,0.000786824,0.000786824
82,264.261,0.31896,0.29307,0.80018,0.99752,1,0.995,0.95681,0.31498,0.23983,0.76362,0.000775822,0.000775822,0.000775822
83,267.459,0.32291,0.29737,0.81437,0.99749,1,0.995,0.97842,0.2806,0.22725,0.7604,0.00076482,0.00076482,0.00076482
84,270.663,0.30693,0.27288,0.78863,0.99732,1,0.995,0.96296,0.29223,0.22855,0.76014,0.000753817,0.000753817,0.000753817
85,273.815,0.31223,0.28083,0.80948,0.99725,1,0.995,0.96757,0.29018,0.23042,0.76105,0.000742815,0.000742815,0.000742815
86,277.031,0.31899,0.28667,0.81,0.99747,1,0.995,0.96842,0.29946,0.23552,0.76185,0.000731813,0.000731813,0.000731813
87,280.213,0.3113,0.27894,0.79167,0.99746,1,0.995,0.95178,0.2887,0.22487,0.75995,0.000720811,0.000720811,0.000720811
88,283.371,0.31935,0.30042,0.80001,0.99702,1,0.995,0.96178,0.30001,0.23926,0.76092,0.000709809,0.000709809,0.000709809
89,286.584,0.2805,0.25248,0.77404,0.99713,1,0.995,0.961,0.28189,0.21886,0.75693,0.000698806,0.000698806,0.000698806
90,289.813,0.2988,0.26129,0.78594,0.99729,1,0.995,0.96561,0.28998,0.21848,0.76005,0.000687804,0.000687804,0.000687804
91,293.071,0.29677,0.26298,0.80089,0.99757,1,0.995,0.95811,0.28575,0.22788,0.76134,0.000676802,0.000676802,0.000676802
92,296.227,0.30834,0.27018,0.79744,0.99737,1,0.995,0.96228,0.29485,0.23342,0.76316,0.0006658,0.0006658,0.0006658
93,299.35,0.31063,0.26558,0.79263,0.99733,1,0.995,0.95969,0.29502,0.24076,0.76216,0.000654798,0.000654798,0.000654798
94,302.501,0.30921,0.2643,0.79954,0.99718,1,0.995,0.97852,0.29438,0.23865,0.7617,0.000643795,0.000643795,0.000643795
95,305.751,0.28704,0.25781,0.77557,0.9975,1,0.995,0.95906,0.31627,0.24138,0.76437,0.000632793,0.000632793,0.000632793
96,308.957,0.28879,0.25158,0.78949,0.99739,1,0.995,0.95667,0.29472,0.24133,0.7624,0.000621791,0.000621791,0.000621791
97,312.175,0.308,0.26624,0.79559,0.99752,1,0.995,0.96862,0.29416,0.22827,0.76176,0.000610789,0.000610789,0.000610789
98,315.367,0.29679,0.25818,0.81331,0.9975,1,0.995,0.96605,0.29717,0.23226,0.76256,0.000599787,0.000599787,0.000599787
99,318.557,0.31285,0.26413,0.81651,0.99702,1,0.995,0.95489,0.32805,0.2478,0.76895,0.000588784,0.000588784,0.000588784
100,322.193,0.32129,0.26415,0.80364,0.9965,1,0.995,0.96724,0.30046,0.23673,0.76463,0.000577782,0.000577782,0.000577782
101,325.425,0.29363,0.26083,0.78956,0.99702,1,0.995,0.96272,0.2878,0.22788,0.76194,0.00056678,0.00056678,0.00056678
102,328.655,0.29984,0.2585,0.79864,0.99734,1,0.995,0.9632,0.29805,0.22782,0.76617,0.000555778,0.000555778,0.000555778
103,331.792,0.28759,0.24202,0.78878,0.99746,1,0.995,0.96054,0.27284,0.2173,0.75849,0.000544776,0.000544776,0.000544776
104,334.989,0.2937,0.24835,0.79946,0.99716,1,0.995,0.95009,0.28624,0.2281,0.76029,0.000533773,0.000533773,0.000533773
105,338.179,0.29452,0.248,0.80053,0.99726,1,0.995,0.95161,0.28457,0.22382,0.7601,0.000522771,0.000522771,0.000522771
106,341.41,0.28607,0.24648,0.79687,0.99746,1,0.995,0.96899,0.28269,0.20661,0.75803,0.000511769,0.000511769,0.000511769
107,344.635,0.29615,0.25017,0.79066,0.99743,1,0.995,0.96196,0.31353,0.22606,0.76207,0.000500767,0.000500767,0.000500767
108,347.868,0.28008,0.23661,0.78907,0.99727,1,0.995,0.95633,0.29702,0.21326,0.76107,0.000489765,0.000489765,0.000489765
109,350.993,0.29258,0.24297,0.79777,0.9973,1,0.995,0.96571,0.28814,0.22933,0.75999,0.000478762,0.000478762,0.000478762
110,354.219,0.28391,0.249,0.78474,0.99748,1,0.995,0.95208,0.28834,0.22006,0.76016,0.00046776,0.00046776,0.00046776
111,357.456,0.30201,0.25472,0.81994,0.99751,1,0.995,0.96366,0.28115,0.21948,0.75754,0.000456758,0.000456758,0.000456758
112,360.654,0.2734,0.22713,0.78375,0.99746,1,0.995,0.96974,0.29146,0.21166,0.7584,0.000445756,0.000445756,0.000445756
113,363.819,0.2855,0.23209,0.79672,0.99726,1,0.995,0.97921,0.30099,0.20987,0.75911,0.000434754,0.000434754,0.000434754
114,366.973,0.27225,0.2361,0.79815,0.99745,1,0.995,0.95886,0.29131,0.20782,0.75828,0.000423751,0.000423751,0.000423751
115,370.156,0.2843,0.24679,0.79226,0.99757,1,0.995,0.95947,0.30245,0.20691,0.75777,0.000412749,0.000412749,0.000412749
116,373.351,0.28366,0.23484,0.7995,0.99745,1,0.995,0.96041,0.26126,0.18607,0.75383,0.000401747,0.000401747,0.000401747
117,376.481,0.28888,0.2416,0.79441,0.99732,1,0.995,0.96739,0.25667,0.1995,0.75387,0.000390745,0.000390745,0.000390745
118,379.742,0.27929,0.24206,0.80284,0.99745,1,0.995,0.97115,0.2604,0.19576,0.75454,0.000379743,0.000379743,0.000379743
119,382.966,0.2787,0.23649,0.78923,0.99745,1,0.995,0.96234,0.26897,0.20037,0.75624,0.00036874,0.00036874,0.00036874
120,386.162,0.27839,0.22898,0.80159,0.99754,1,0.995,0.97666,0.26608,0.19356,0.75597,0.000357738,0.000357738,0.000357738
121,389.383,0.28011,0.22953,0.80605,0.99749,1,0.995,0.97344,0.26807,0.19447,0.75554,0.000346736,0.000346736,0.000346736
122,392.555,0.27363,0.2232,0.77571,0.99741,1,0.995,0.97083,0.2655,0.20257,0.75665,0.000335734,0.000335734,0.000335734
123,395.743,0.28415,0.23361,0.79317,0.99757,1,0.995,0.96024,0.29419,0.20675,0.75911,0.000324732,0.000324732,0.000324732
124,398.918,0.27845,0.23112,0.79127,0.9973,1,0.995,0.96689,0.26722,0.21217,0.75587,0.000313729,0.000313729,0.000313729
125,402.104,0.2614,0.22531,0.78712,0.99714,1,0.995,0.96982,0.26237,0.2056,0.75659,0.000302727,0.000302727,0.000302727
126,405.282,0.27271,0.23125,0.79138,0.99739,1,0.995,0.96853,0.27702,0.20032,0.75718,0.000291725,0.000291725,0.000291725
127,408.418,0.28603,0.23271,0.79595,0.99738,1,0.995,0.96136,0.27523,0.19491,0.75632,0.000280723,0.000280723,0.000280723
128,411.618,0.26194,0.22733,0.78478,0.99733,1,0.995,0.96341,0.26018,0.19107,0.75614,0.000269721,0.000269721,0.000269721
129,414.833,0.26928,0.22002,0.78158,0.99738,1,0.995,0.96897,0.26094,0.19285,0.75678,0.000258718,0.000258718,0.000258718
130,418.056,0.26974,0.22761,0.78789,0.99744,1,0.995,0.95715,0.28698,0.2107,0.75946,0.000247716,0.000247716,0.000247716
131,421.307,0.27356,0.22181,0.78987,0.99742,1,0.995,0.96865,0.27869,0.20644,0.75706,0.000236714,0.000236714,0.000236714
132,424.485,0.26147,0.22391,0.79014,0.99738,1,0.995,0.9633,0.28458,0.21132,0.75659,0.000225712,0.000225712,0.000225712
133,427.652,0.27188,0.22,0.78589,0.99741,1,0.995,0.96332,0.28462,0.21665,0.757,0.00021471,0.00021471,0.00021471
134,430.828,0.26059,0.2166,0.7958,0.99748,1,0.995,0.96796,0.28633,0.21688,0.75889,0.000203707,0.000203707,0.000203707
135,434.047,0.27368,0.22401,0.79326,0.99742,1,0.995,0.97598,0.27998,0.2031,0.75811,0.000192705,0.000192705,0.000192705
136,437.28,0.25685,0.21773,0.80104,0.99738,1,0.995,0.96543,0.2694,0.2055,0.75675,0.000181703,0.000181703,0.000181703
137,440.477,0.27477,0.22322,0.7925,0.99723,1,0.995,0.96897,0.26933,0.20221,0.75651,0.000170701,0.000170701,0.000170701
138,443.724,0.26465,0.21596,0.78771,0.99723,1,0.995,0.96571,0.27063,0.19134,0.75732,0.000159699,0.000159699,0.000159699
139,446.971,0.25604,0.20431,0.77492,0.99725,1,0.995,0.96876,0.27417,0.19647,0.75887,0.000148696,0.000148696,0.000148696
140,450.196,0.27343,0.21495,0.79287,0.99725,1,0.995,0.9739,0.27096,0.19354,0.75873,0.000137694,0.000137694,0.000137694
141,453.407,0.27038,0.22757,0.80244,0.99729,1,0.995,0.97624,0.27326,0.19432,0.75867,0.000126692,0.000126692,0.000126692
142,456.525,0.27653,0.23215,0.7918,0.99736,1,0.995,0.97648,0.27837,0.20378,0.75798,0.00011569,0.00011569,0.00011569
143,459.636,0.23777,0.20103,0.76811,0.99718,1,0.995,0.95975,0.27764,0.20476,0.75809,0.000104688,0.000104688,0.000104688
144,462.775,0.24489,0.20789,0.77877,0.9973,1,0.995,0.96535,0.28095,0.20172,0.75909,9.36854e-05,9.36854e-05,9.36854e-05
145,465.818,0.26232,0.21773,0.77777,0.99746,1,0.995,0.9716,0.28204,0.19662,0.75907,8.26832e-05,8.26832e-05,8.26832e-05
146,468.948,0.24416,0.20107,0.76224,0.99755,1,0.995,0.97508,0.2821,0.19518,0.75959,7.1681e-05,7.1681e-05,7.1681e-05
147,472.084,0.2479,0.20285,0.79191,0.99762,1,0.995,0.97375,0.27809,0.18914,0.75847,6.06788e-05,6.06788e-05,6.06788e-05
148,475.283,0.25257,0.20527,0.77897,0.99757,1,0.995,0.97414,0.27743,0.18804,0.75821,4.96766e-05,4.96766e-05,4.96766e-05
149,478.3,0.24555,0.20324,0.80225,0.99756,1,0.995,0.97862,0.27826,0.18493,0.75832,3.86744e-05,3.86744e-05,3.86744e-05
150,481.39,0.25062,0.20235,0.79119,0.99759,1,0.995,0.97598,0.27678,0.18426,0.75809,2.76722e-05,2.76722e-05,2.76722e-05
